Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST01125,29,35269.21,43433.03,685,60,No
CUST01126,30,114771.48,177584.87,640,12,Yes
CUST01127,46,50120.67,49509.26,669,84,No
CUST01128,61,69284.59,82459.96,633,48,No
CUST01129,55,37283.2,27205.77,700,120,No
CUST01130,45,57722.48,188158.2,534,24,Yes
CUST01131,46,56387.31,117918.95,623,120,No
CUST01132,31,20945.05,35401.87,672,48,No
CUST01133,58,121403.36,255564.71,690,48,No
CUST01134,22,87622.23,208968.48,762,48,No
CUST01135,27,40997.33,133882.37,621,12,Yes
CUST01136,38,29851.15,30928.15,761,84,No
CUST01137,47,57319.88,79483.04,601,48,Yes
CUST01138,54,50971.09,174696.68,750,12,No
CUST01139,47,57529.38,92828.2,711,12,No
CUST01140,37,53434.39,30333.9,581,12,Yes
CUST01141,63,61562.52,58049.18,673,48,No
CUST01142,64,94022.33,54440.44,646,48,No
CUST01143,44,63300.37,219637.69,697,36,No
CUST01144,45,30566.35,40855.37,633,36,Yes
CUST01145,27,90504.36,296006.12,627,48,Yes
CUST01146,26,102567.52,357720.52,753,48,No
CUST01147,44,202485.9,465621.12,643,12,Yes
CUST01148,53,29567.4,17728.29,712,36,No
CUST01149,49,54682.38,40726.06,633,12,Yes
CUST01150,63,19207.49,37354.1,775,84,No
CUST01151,42,62875.83,108053.12,599,60,No
CUST01152,46,38304.01,88809.07,604,120,No
CUST01153,48,116488.82,211607.0,764,36,No
CUST01154,41,34593.58,114235.98,617,84,No
CUST01155,27,22922.35,48233.65,770,48,No
CUST01156,37,39653.37,102352.41,717,36,No
CUST01157,40,20151.43,64272.1,638,24,No
CUST01158,61,68733.69,64651.98,514,60,No
CUST01159,40,19355.13,23017.2,649,84,No
CUST01160,42,49652.59,40812.24,658,24,No
CUST01161,48,19244.58,17684.14,738,24,No
CUST01162,60,42440.82,86483.86,769,48,No
CUST01163,27,102695.15,150298.23,599,120,Yes
CUST01164,21,57658.42,102027.64,710,60,No
CUST01165,52,33237.3,114584.58,707,36,Yes
CUST01166,33,48337.28,46892.63,731,36,No
CUST01167,50,49419.86,104890.5,687,36,No
CUST01168,43,60638.4,48305.37,504,84,No
CUST01169,39,26500.36,38570.98,638,60,Yes
CUST01170,52,64001.08,133287.23,563,48,No
CUST01171,50,15000.0,50098.43,635,36,Yes
CUST01172,49,36921.6,61795.12,724,84,No
CUST01173,65,39351.0,27337.93,673,48,No
CUST01174,49,65185.81,108500.76,736,120,No
CUST01175,50,49522.57,46413.72,676,48,No
CUST01176,36,26042.8,30990.12,553,60,Yes
CUST01177,60,31468.84,74086.2,461,60,Yes
CUST01178,39,53605.45,37645.59,661,36,No
CUST01179,38,47307.29,89608.11,634,120,No
CUST01180,21,37774.67,87953.97,577,12,Yes
CUST01181,34,39482.97,69710.15,522,60,Yes
CUST01182,22,67055.48,37375.32,595,120,No
CUST01183,48,38833.49,134230.21,635,36,Yes
CUST01184,50,47115.58,75448.41,700,48,No
CUST01185,58,130153.72,369081.01,664,48,No
CUST01186,24,25831.32,38151.3,771,60,No
CUST01187,21,21304.44,41012.12,572,84,Yes
CUST01188,28,69746.0,116154.36,716,48,No
CUST01189,49,36120.31,55178.02,654,60,Yes
CUST01190,59,42480.19,24024.85,702,36,No
CUST01191,23,34491.89,54499.35,617,24,No
CUST01192,52,43612.1,138183.63,730,36,Yes
CUST01193,30,100643.73,258773.15,672,48,No
CUST01194,30,70330.29,65848.04,599,24,No
CUST01195,39,72258.16,164276.4,649,48,Yes
CUST01196,54,25918.13,82333.93,632,36,Yes
CUST01197,53,29201.66,75927.3,687,60,Yes
CUST01198,43,15000.0,14190.8,562,12,No
CUST01199,48,34056.58,105694.51,648,48,No
CUST01200,52,75396.52,105904.37,680,48,No
CUST01201,27,61859.81,115197.1,652,84,No
CUST01202,49,44370.01,92219.88,751,60,No
CUST01203,28,48531.33,148094.32,708,60,No
CUST01204,21,35954.21,118462.74,649,84,Yes
CUST01205,23,53752.29,176789.06,666,48,Yes
CUST01206,44,69192.33,36247.27,672,36,No
CUST01207,43,23691.01,77366.91,680,84,Yes
CUST01208,28,56097.22,37201.48,513,60,Yes
CUST01209,57,74577.62,96751.11,627,36,Yes
CUST01210,23,40668.33,83165.25,539,60,No
CUST01211,53,67192.39,130338.26,746,84,No
CUST01212,48,173962.41,402571.52,645,120,Yes
CUST01213,28,46772.27,90660.5,635,120,No
CUST01214,54,58512.06,193272.77,717,36,No
CUST01215,55,35167.38,42962.11,682,36,No
CUST01216,52,53186.67,70316.72,565,24,Yes
CUST01217,44,60302.1,196718.34,645,24,No
CUST01218,34,53512.96,39076.16,625,84,No
CUST01219,52,30981.24,72145.47,519,36,Yes
CUST01220,63,53791.07,136909.45,598,48,Yes
CUST01221,36,94654.45,190882.55,636,48,No
CUST01222,24,59987.18,154928.63,641,60,Yes
CUST01223,57,75576.01,76956.33,539,24,No
CUST01224,41,44061.63,134735.91,736,36,No
CUST01225,34,68696.61,63206.18,642,36,No
CUST01226,51,55585.1,94630.15,653,36,No
CUST01227,38,31955.2,23192.22,680,120,No
CUST01228,27,56575.68,120824.9,591,60,No
CUST01229,30,31374.05,78724.94,684,36,Yes
CUST01230,27,36871.86,122549.71,622,84,Yes
CUST01231,53,53380.34,145088.22,583,36,Yes
CUST01232,43,56036.58,118982.96,693,60,No
CUST01233,41,28705.54,94666.6,762,24,Yes
CUST01234,39,78770.48,152445.34,704,60,No
CUST01235,39,63411.65,138466.75,719,36,No
CUST01236,56,35698.79,81689.38,611,24,No
CUST01237,49,24540.67,42453.87,530,36,Yes
CUST01238,38,45926.29,138488.34,762,36,No
CUST01239,22,40107.77,42334.87,804,60,No
CUST01240,21,51581.23,111648.94,766,12,No
CUST01241,25,41630.88,111017.06,625,48,Yes
CUST01242,40,19863.6,63800.46,563,60,Yes
CUST01243,31,41160.89,129729.05,570,48,Yes
CUST01244,62,42722.09,86564.39,524,60,Yes
CUST01245,22,65195.61,158391.71,642,24,Yes
CUST01246,23,35803.83,60247.58,770,48,No
CUST01247,43,104339.32,198717.71,639,84,No
CUST01248,32,20738.8,66754.0,673,48,Yes
CUST01249,40,88435.2,291138.58,753,48,No
CUST01250,25,44314.02,141195.2,620,60,Yes
CUST01251,57,72172.42,66045.89,803,36,No
CUST01252,58,50813.16,154992.95,799,60,No
CUST01253,50,81862.8,273838.53,640,84,Yes
CUST01254,29,41179.14,65217.43,607,12,No
CUST01255,54,29900.21,61473.0,702,84,No
CUST01256,64,92895.17,263570.14,624,24,No
CUST01257,55,46580.33,101835.52,563,36,Yes
CUST01258,42,54160.18,188501.83,746,84,No
CUST01259,64,85445.87,159539.41,741,60,Yes
CUST01260,44,30810.79,81396.81,662,84,Yes
CUST01261,37,64085.34,184423.09,555,84,Yes
CUST01262,30,37592.03,74518.73,558,36,Yes
CUST01263,50,46190.24,141847.98,658,48,Yes
CUST01264,43,50641.44,108294.88,613,36,No
CUST01265,52,24956.76,43298.79,624,36,No
CUST01266,37,34527.91,28432.73,727,36,No
CUST01267,37,90037.61,151284.86,705,60,No
CUST01268,34,73041.72,197344.8,753,48,Yes
CUST01269,29,47658.31,155550.02,576,60,Yes
CUST01270,60,54688.33,68635.94,624,60,Yes
CUST01271,22,42941.37,67233.58,707,12,No
CUST01272,65,90261.16,86820.67,684,48,No
CUST01273,45,44794.53,115219.09,765,36,No
CUST01274,59,54411.4,183941.29,682,36,No
CUST01275,29,82101.66,198920.55,789,60,Yes
CUST01276,42,34550.69,81236.6,691,48,Yes
CUST01277,63,98859.52,213583.01,730,84,No
CUST01278,24,24619.46,18842.93,626,60,No
CUST01279,46,102062.33,274395.75,651,48,Yes
CUST01280,49,41452.19,95594.91,718,60,No
CUST01281,65,43949.02,109188.28,771,12,No
CUST01282,54,20941.65,66938.59,705,12,No
CUST01283,43,39948.34,113927.97,644,12,Yes
CUST01284,57,30702.12,87278.32,753,36,No
CUST01285,31,37292.93,122378.66,486,24,Yes
CUST01286,26,46083.49,159900.72,543,120,Yes
CUST01287,38,75433.46,169261.23,701,48,No
CUST01288,41,53821.13,44490.96,651,48,No
CUST01289,62,56300.26,105697.53,695,36,No
CUST01290,56,29941.96,85717.95,655,36,Yes
CUST01291,61,32980.13,19233.22,693,36,No
CUST01292,58,110131.05,73860.74,589,48,No
CUST01293,54,35212.61,24700.71,693,36,No
CUST01294,37,103289.78,278170.46,725,48,Yes
CUST01295,57,43941.85,88037.49,742,48,No
CUST01296,45,49071.3,78842.55,801,60,No
CUST01297,58,79353.22,64819.77,668,12,No
CUST01298,32,86885.95,234307.14,671,60,No
CUST01299,43,46636.29,68231.66,536,48,Yes
CUST01300,62,41162.82,53345.87,610,48,No
CUST01301,42,47802.62,117449.01,636,36,No
CUST01302,41,57072.68,124249.09,729,36,No
CUST01303,47,73209.95,116201.17,604,24,No
CUST01304,51,49114.2,119075.53,710,120,No
CUST01305,26,64763.59,85077.63,650,36,No
CUST01306,47,102463.5,295555.02,637,120,Yes
CUST01307,60,58197.01,69135.54,669,36,No
CUST01308,54,56401.09,55076.4,621,24,No
CUST01309,32,24747.76,70464.75,618,48,No
CUST01310,65,15005.49,39369.55,522,12,Yes
CUST01311,27,58382.36,61179.86,631,84,Yes
CUST01312,30,46973.04,39867.77,614,60,No
CUST01313,65,38884.38,117244.08,611,60,No
CUST01314,37,54698.34,154785.11,681,48,Yes
CUST01315,46,47706.28,70689.84,699,48,No
CUST01316,41,81430.17,201506.47,667,120,Yes
CUST01317,48,50957.64,44459.55,725,36,No
CUST01318,22,35027.35,70795.28,693,60,No
CUST01319,63,76540.46,42571.11,628,48,No
CUST01320,21,44457.59,74457.82,615,120,Yes
CUST01321,56,62127.34,45013.03,673,60,No
CUST01322,46,39543.84,76139.35,693,120,No
CUST01323,49,36591.74,64586.07,755,48,No
CUST01324,41,50913.11,93331.63,739,24,No
CUST01325,31,49304.61,31357.43,609,48,No
CUST01326,60,60835.1,96414.45,642,60,No
CUST01327,31,43438.85,120301.79,700,60,No
CUST01328,56,21453.39,34470.09,730,12,No
CUST01329,59,40346.17,106736.43,720,48,No
CUST01330,60,70067.78,112699.55,645,24,Yes
CUST01331,55,42880.86,75887.04,556,84,Yes
CUST01332,54,43876.21,96162.45,575,24,Yes
CUST01333,44,76410.04,256129.95,670,48,Yes
CUST01334,42,35582.6,29411.91,676,36,No
CUST01335,25,24483.1,14659.04,568,36,No
CUST01336,53,45602.42,105974.17,653,84,No
CUST01337,56,39423.67,131962.51,697,24,Yes
CUST01338,40,31735.43,110095.58,564,12,Yes
CUST01339,39,45300.79,88449.46,733,12,No
CUST01340,55,61155.65,116455.33,622,48,Yes
CUST01341,63,48816.33,118862.46,744,48,No
CUST01342,37,56282.64,121959.09,610,36,No
CUST01343,65,110861.11,266317.67,573,48,Yes
CUST01344,63,42011.75,131160.61,616,12,Yes
CUST01345,54,55562.12,152180.12,643,84,Yes
CUST01346,29,38981.95,77598.72,621,60,Yes
CUST01347,46,33494.55,63157.1,634,120,No
CUST01348,22,37676.49,91132.09,675,84,No
CUST01349,29,39519.86,73788.28,637,36,No
CUST01350,29,57628.02,107956.76,645,36,No
CUST01351,60,141080.24,77441.44,522,60,Yes
CUST01352,37,35517.49,36305.71,679,24,No
CUST01353,21,40640.43,79880.43,643,36,No
CUST01354,45,47647.94,141417.2,771,24,No
CUST01355,63,58577.71,78270.42,580,36,Yes
CUST01356,60,55193.36,114136.02,514,48,Yes
CUST01357,62,87364.4,134094.42,696,24,No
CUST01358,45,16450.7,13397.65,676,12,No
CUST01359,59,16745.44,56514.11,574,60,Yes
CUST01360,55,39216.58,120160.45,535,12,Yes
CUST01361,23,80320.9,59074.2,765,120,No
CUST01362,57,24232.7,64443.52,756,24,Yes
CUST01363,64,15000.0,23141.1,463,48,Yes
CUST01364,64,63388.06,220878.83,616,36,Yes
CUST01365,50,54701.46,76975.65,775,12,No
CUST01366,58,30013.61,36503.01,614,36,Yes
CUST01367,54,31461.1,69329.93,613,48,Yes
CUST01368,32,31685.53,95227.01,629,84,No
CUST01369,39,51520.8,55516.58,566,60,Yes
CUST01370,57,36980.95,97193.64,522,12,Yes
CUST01371,64,61226.09,41892.1,729,24,No
CUST01372,37,15000.0,48852.06,512,36,Yes
CUST01373,30,33336.78,24776.72,669,24,No
CUST01374,32,29533.36,95767.65,716,36,No
CUST01375,36,43680.05,86155.48,541,120,Yes
CUST01376,44,38479.41,70966.55,581,48,No
CUST01377,39,70194.81,240060.72,741,60,No
CUST01378,28,21232.72,73702.01,690,48,Yes
CUST01379,51,50034.66,122611.65,604,60,Yes
CUST01380,41,63022.77,55545.61,740,24,No
CUST01381,37,113039.36,228171.11,740,60,Yes
CUST01382,43,39466.41,82385.71,670,84,No
CUST01383,57,56727.05,115912.61,582,24,Yes
CUST01384,36,21769.43,48077.25,619,36,Yes
CUST01385,26,16707.61,9292.34,671,120,No
CUST01386,28,71693.01,188816.58,636,60,No
CUST01387,45,48898.3,128953.76,720,36,No
CUST01388,38,83310.57,70514.84,535,48,No
CUST01389,45,26422.43,58412.55,538,36,No
CUST01390,32,61942.14,136587.59,664,36,Yes
CUST01391,35,113660.14,289532.3,613,36,Yes
CUST01392,46,59211.29,44775.17,603,36,No
CUST01393,61,55517.95,132105.51,517,48,Yes
CUST01394,65,49209.91,66052.29,651,60,No
CUST01395,46,24175.7,48859.31,646,84,Yes
CUST01396,52,90220.13,254418.12,699,24,Yes
CUST01397,30,37239.08,97452.36,655,60,No
CUST01398,36,61513.84,52699.46,640,36,No
CUST01399,27,24261.22,55159.2,738,36,No
CUST01400,37,28832.06,98240.91,552,84,Yes
CUST01401,43,93506.79,90730.42,690,36,No
CUST01402,46,41928.2,128246.68,525,24,Yes
CUST01403,41,94275.25,245836.31,587,24,Yes
CUST01404,42,47325.11,133551.93,559,36,Yes
CUST01405,27,21400.0,28801.72,709,60,No
CUST01406,34,73235.12,99868.3,645,120,No
CUST01407,35,37592.07,120973.48,649,60,Yes
CUST01408,27,67131.59,106034.08,567,84,Yes
CUST01409,29,49580.1,34162.98,628,60,No
CUST01410,28,24479.63,56346.97,593,84,Yes
CUST01411,43,52782.38,46155.71,679,12,No
CUST01412,49,131702.44,380592.23,576,84,Yes
CUST01413,38,61196.42,148415.96,750,36,Yes
CUST01414,51,47768.28,149236.68,524,84,Yes
CUST01415,50,79531.19,227022.72,590,12,Yes
CUST01416,59,53895.42,45074.95,776,60,No
CUST01417,55,53867.92,88516.41,617,60,No
CUST01418,38,29994.48,84694.84,551,120,Yes
CUST01419,62,54460.54,95416.2,666,60,No
CUST01420,59,78115.95,266929.74,614,36,Yes
CUST01421,37,33650.12,91098.32,587,48,Yes
CUST01422,34,93062.18,50858.46,568,36,No
CUST01423,51,47039.0,147700.44,850,24,No
CUST01424,44,32876.18,26380.32,631,24,Yes
CUST01425,55,76798.04,70774.86,506,24,No
CUST01426,64,43085.53,116480.75,762,48,No
CUST01427,65,68994.47,213531.38,696,84,Yes
CUST01428,54,42989.39,90666.72,593,84,Yes
CUST01429,23,47718.68,65238.56,580,12,No
CUST01430,57,61212.22,95120.52,701,12,No
CUST01431,63,55876.75,85417.0,631,24,No
CUST01432,60,19970.48,29557.0,506,36,Yes
CUST01433,46,29597.36,36367.14,784,12,No
CUST01434,43,74476.17,173276.35,617,36,Yes
CUST01435,64,46190.92,147867.11,762,48,No
CUST01436,59,38728.11,55042.22,746,48,No
CUST01437,35,26599.34,28197.51,575,48,No
CUST01438,24,30155.38,90940.57,727,36,Yes
CUST01439,49,19735.82,53787.02,601,60,No
CUST01440,42,46836.76,154210.55,510,60,Yes
CUST01441,45,37447.79,37318.94,618,36,No
CUST01442,33,31730.56,29596.8,680,12,Yes
CUST01443,38,47540.84,100990.44,615,36,Yes
CUST01444,53,57744.7,135313.21,627,24,Yes
CUST01445,36,125735.91,243993.09,736,36,No
CUST01446,65,24826.14,57023.16,658,24,Yes
CUST01447,62,82596.41,85994.37,587,36,No
CUST01448,64,75954.95,147264.59,703,24,No
CUST01449,22,34523.94,85421.81,665,60,No
CUST01450,55,53715.46,96586.81,461,12,Yes
CUST01451,62,39897.34,101273.09,682,48,Yes
CUST01452,54,53292.98,98782.47,679,24,No
CUST01453,50,96674.89,145089.55,652,12,No
CUST01454,33,64377.71,90825.05,717,84,No
CUST01455,33,61628.13,106783.44,600,48,No
CUST01456,38,40390.94,22993.3,675,12,No
CUST01457,52,25138.97,62987.59,532,48,No
CUST01458,52,44631.24,135469.96,681,48,No
CUST01459,55,84370.55,131945.52,796,36,No
CUST01460,59,24655.97,15732.96,575,36,Yes
CUST01461,49,30491.7,105511.25,593,84,Yes
CUST01462,49,51886.84,66990.83,597,24,No
CUST01463,64,31473.63,27692.49,660,36,No
CUST01464,36,34315.91,55223.14,570,36,No
CUST01465,64,40513.1,110020.26,682,60,Yes
CUST01466,30,26515.17,36637.33,714,84,No
CUST01467,50,31623.16,70333.37,690,60,No
CUST01468,45,67274.9,117507.72,517,60,No
CUST01469,59,27219.36,23226.06,725,120,No
CUST01470,40,23883.84,35607.49,720,48,Yes
CUST01471,25,36919.26,98744.68,712,60,No
CUST01472,21,68144.11,159185.44,678,120,Yes
CUST01473,50,44863.74,38552.99,667,12,No
CUST01474,23,39772.8,39373.77,727,48,No
CUST01475,65,50009.16,121132.19,794,60,No
CUST01476,34,22346.65,65704.65,579,84,Yes
CUST01477,50,61243.78,94831.31,731,84,No
CUST01478,24,58252.7,133161.73,644,60,Yes
CUST01479,38,40774.46,41260.93,640,84,No
CUST01480,57,77085.16,110550.06,535,48,No
CUST01481,45,29514.2,16551.88,629,12,No
CUST01482,21,81434.89,228410.85,575,12,Yes
CUST01483,35,52550.09,89494.35,615,48,Yes
CUST01484,29,42131.52,124219.59,568,36,Yes
CUST01485,35,48584.36,127539.73,616,36,Yes
CUST01486,44,46710.81,139489.35,620,36,Yes
CUST01487,24,84891.33,115195.5,657,84,No
CUST01488,32,30196.9,31867.58,529,36,No
CUST01489,57,34782.38,118806.77,542,84,Yes
CUST01490,57,78146.17,207242.34,677,84,Yes
CUST01491,63,37496.74,112569.97,590,36,Yes
CUST01492,26,73514.64,39653.81,731,36,No
CUST01493,59,105318.69,164653.65,667,60,No
CUST01494,44,40912.55,111627.85,696,60,Yes
CUST01495,31,66610.2,48888.46,756,36,No
CUST01496,33,29168.32,64229.22,627,24,Yes
CUST01497,54,68846.18,123043.15,607,36,No
CUST01498,45,53623.4,29645.67,715,24,No
CUST01499,27,60649.53,73260.19,688,36,No
CUST01500,24,36661.87,49653.96,636,36,No
CUST01501,28,23214.04,19397.18,754,48,No
CUST01502,40,61479.77,147220.12,634,120,No
CUST01503,49,19369.76,23770.45,652,48,No
CUST01504,65,42497.15,56642.69,652,84,No
CUST01505,30,74871.74,239193.93,580,60,Yes
CUST01506,63,53442.09,101613.15,656,60,No
CUST01507,54,117801.25,197480.18,755,36,No
CUST01508,46,77753.52,207727.32,683,36,Yes
CUST01509,61,36524.76,117932.66,652,60,No
CUST01510,23,49627.03,28540.95,638,84,No
CUST01511,26,47986.89,88522.21,675,36,No
CUST01512,25,24053.13,56100.18,706,12,No
CUST01513,25,32106.72,46737.41,696,60,No
CUST01514,43,38088.12,107302.73,625,36,No
CUST01515,29,19608.15,66950.68,674,12,Yes
CUST01516,55,50079.75,166779.69,686,60,No
CUST01517,40,43823.16,56880.17,574,48,Yes
CUST01518,62,23090.99,27224.62,663,48,No
CUST01519,55,58799.92,198301.06,488,84,Yes
CUST01520,38,67652.71,126908.74,686,48,No
CUST01521,37,54293.81,61074.74,700,48,No
CUST01522,44,42368.88,111048.45,706,36,Yes
CUST01523,23,63968.69,86566.33,620,36,No
CUST01524,52,66575.98,86664.68,673,60,Yes
CUST01525,55,56293.35,176634.3,757,36,No
CUST01526,58,33823.95,33399.04,756,24,No
CUST01527,33,55518.43,38484.2,648,12,No
CUST01528,45,83949.13,109768.47,660,36,No
CUST01529,29,37478.28,86980.95,733,36,No
CUST01530,24,126004.48,109531.1,537,48,No
CUST01531,34,38695.02,74092.61,626,36,Yes
CUST01532,57,49740.92,118483.44,750,24,Yes
CUST01533,54,36220.53,110335.38,723,48,No
CUST01534,31,54201.93,64479.09,678,84,No
CUST01535,61,22381.73,66071.74,537,24,Yes
CUST01536,23,38341.23,46190.4,646,48,No
CUST01537,48,29987.79,75878.09,606,48,Yes
CUST01538,49,52099.06,93362.59,675,60,No
CUST01539,29,76688.06,64728.08,589,24,No
CUST01540,23,65558.8,173258.17,573,84,No
CUST01541,45,16860.91,19445.48,495,48,No
CUST01542,54,122876.04,126546.38,742,60,No
CUST01543,32,55987.07,88177.89,620,24,Yes
CUST01544,62,34564.26,85023.61,662,60,Yes
CUST01545,29,52612.42,63239.57,650,60,Yes
CUST01546,35,53065.67,55771.2,570,36,Yes
CUST01547,60,36312.53,19240.59,556,36,No
CUST01548,45,53587.04,102615.39,575,48,No
CUST01549,25,37295.85,66608.03,596,12,No
CUST01550,31,40865.32,49103.9,677,60,No
CUST01551,54,35996.41,23792.06,590,12,Yes
CUST01552,44,25727.04,45993.97,781,24,No
CUST01553,35,52345.77,149950.5,727,48,No
CUST01554,58,63792.11,168784.12,711,12,Yes
CUST01555,28,61802.41,190498.8,641,120,No
CUST01556,25,70895.79,37486.01,764,84,No
CUST01557,46,56724.02,192819.58,634,48,Yes
CUST01558,38,38571.68,58792.37,648,60,No
CUST01559,26,71528.32,248288.63,663,84,Yes
CUST01560,57,26611.99,33474.11,703,36,No
CUST01561,33,32685.86,62580.65,698,60,Yes
CUST01562,48,31764.67,49609.52,614,24,Yes
CUST01563,25,79700.03,124912.43,610,36,No
CUST01564,33,74925.89,226789.15,698,48,No
CUST01565,37,61040.16,167204.67,704,60,No
CUST01566,60,79409.12,276062.18,620,12,Yes
CUST01567,65,33001.98,77242.59,531,36,Yes
CUST01568,52,57346.54,108371.76,634,48,No
CUST01569,49,46335.86,35688.88,697,36,No
CUST01570,23,71761.04,250423.37,785,60,No
CUST01571,60,46543.8,100282.9,560,48,No
CUST01572,54,41223.99,107241.42,618,24,No
CUST01573,60,62530.44,107566.56,621,24,No
CUST01574,47,72713.05,155834.76,752,48,No
CUST01575,33,36288.08,120757.05,647,36,Yes
CUST01576,65,47691.86,47656.49,582,24,No
CUST01577,53,30445.75,41927.38,692,36,No
CUST01578,26,15928.62,15230.61,620,36,No
CUST01579,44,53648.4,154327.55,558,24,Yes
CUST01580,39,64473.36,44237.48,583,48,Yes
CUST01581,36,55156.51,41085.81,780,60,No
CUST01582,60,20387.91,28450.97,679,48,No
CUST01583,48,41861.33,85504.47,658,60,No
CUST01584,53,18065.21,31050.92,631,24,No
CUST01585,61,90795.54,57605.13,672,36,No
CUST01586,33,30069.76,101409.5,671,48,Yes
CUST01587,63,86243.64,289658.63,672,48,Yes
CUST01588,65,75029.85,100395.11,659,48,No
CUST01589,45,32687.05,88077.77,715,60,No
CUST01590,62,29444.04,65828.81,652,48,No
CUST01591,56,57392.37,69584.24,577,12,No
CUST01592,47,33525.25,43130.73,604,48,No
CUST01593,58,51334.49,101306.54,502,60,Yes
CUST01594,27,39447.56,69337.4,802,120,No
CUST01595,25,21992.98,30211.49,715,48,No
CUST01596,63,17966.95,52509.04,588,48,Yes
CUST01597,65,54285.25,105551.63,629,48,No
CUST01598,51,38074.46,93836.19,602,84,No
CUST01599,43,38219.82,40811.91,766,120,No
CUST01600,62,67046.3,140832.29,544,60,Yes
CUST01601,30,83120.7,120851.53,659,48,Yes
CUST01602,52,43362.7,90161.5,642,12,Yes
CUST01603,63,42054.87,119540.02,712,60,Yes
CUST01604,50,61393.81,172316.44,642,60,Yes
CUST01605,59,26618.96,41596.44,518,60,Yes
CUST01606,51,54199.06,139987.03,631,24,No
CUST01607,38,62840.1,208872.31,577,48,Yes
CUST01608,56,66576.28,158252.35,656,36,Yes
CUST01609,22,20505.76,19382.67,758,60,No
CUST01610,34,34800.61,88363.13,520,24,Yes
CUST01611,33,33017.12,26899.48,590,48,No
CUST01612,49,51274.52,159788.39,609,36,Yes
CUST01613,32,60860.22,124762.32,621,12,No
CUST01614,59,96136.05,159145.75,706,48,No
CUST01615,22,39232.69,26325.91,637,24,No
CUST01616,52,39186.69,64358.31,681,48,No
CUST01617,33,82236.33,263947.37,603,84,Yes
CUST01618,47,56019.75,31536.26,667,120,No
CUST01619,61,86720.29,166845.02,708,24,No
CUST01620,37,55822.24,183849.11,595,60,Yes
CUST01621,60,29123.41,49059.05,709,36,No
CUST01622,51,26905.67,48013.9,654,84,No
CUST01623,54,24387.34,54522.29,728,60,No
CUST01624,44,66033.89,124725.6,635,12,No
CUST01625,65,83689.48,84175.3,679,36,No
CUST01626,55,112669.38,62606.61,647,36,No
CUST01627,26,71639.18,166878.81,643,60,No
CUST01628,39,82725.02,269883.74,669,36,No
CUST01629,50,37759.51,30928.53,690,48,No
CUST01630,27,29132.59,33003.09,556,48,No
CUST01631,30,71864.36,115751.1,758,120,No
CUST01632,61,59157.36,173107.85,511,84,Yes
CUST01633,52,51449.19,67284.27,599,36,No
CUST01634,54,58355.98,183597.44,643,60,Yes
CUST01635,48,56694.56,37694.72,681,60,No
CUST01636,35,87353.43,290264.08,768,84,No
CUST01637,50,87793.57,191586.75,511,12,Yes
CUST01638,57,62623.7,155077.14,612,36,Yes
CUST01639,49,71726.19,114982.0,490,36,No
CUST01640,42,61779.58,175823.63,652,36,Yes
CUST01641,24,39833.9,39821.9,670,24,No
CUST01642,40,68902.94,44561.98,769,36,No
CUST01643,52,26172.83,44141.81,659,48,No
CUST01644,56,78767.14,241113.08,728,36,Yes
CUST01645,24,28637.28,79175.79,694,48,No
CUST01646,47,55748.82,114366.92,617,12,Yes
CUST01647,37,33512.73,74278.06,544,84,Yes
CUST01648,32,62882.62,55945.31,671,84,No
CUST01649,42,48278.12,145898.63,538,48,Yes
CUST01650,37,23917.36,68424.67,747,84,No
CUST01651,30,59237.78,146282.44,638,24,No
CUST01652,21,37795.13,71756.82,740,60,Yes
CUST01653,42,72876.1,247296.14,614,24,Yes
CUST01654,46,49050.05,153874.71,670,36,Yes
CUST01655,38,58567.75,142512.41,666,36,Yes
CUST01656,34,31859.6,51466.09,647,48,No
CUST01657,49,37601.55,88516.56,618,36,No
CUST01658,32,39879.3,88784.19,679,48,No
CUST01659,56,72078.86,121288.97,581,36,Yes
CUST01660,55,104278.42,148077.64,559,84,No
CUST01661,32,34121.15,58723.6,743,48,No
CUST01662,27,79585.06,176816.85,705,24,No
CUST01663,49,18465.24,32949.46,655,36,No
CUST01664,31,28641.58,36968.36,775,60,No
CUST01665,53,31842.26,88613.51,630,36,Yes
CUST01666,26,26672.04,55861.99,749,48,No
CUST01667,35,24037.86,16899.23,663,48,No
CUST01668,52,59032.86,94744.76,573,36,Yes
CUST01669,31,44518.92,140445.63,789,36,No
CUST01670,43,58147.17,160818.19,724,36,No
CUST01671,46,66883.84,98301.88,641,24,No
CUST01672,54,55244.7,183111.29,705,36,Yes
CUST01673,54,65906.57,48099.19,620,12,No
CUST01674,49,47510.71,160762.18,712,36,Yes
CUST01675,24,28734.48,35547.86,471,36,Yes
CUST01676,37,78906.3,41605.91,574,120,No
CUST01677,55,37605.27,67743.04,723,48,Yes
CUST01678,33,32176.18,50738.98,631,60,Yes
CUST01679,61,45249.05,95804.32,666,12,No
CUST01680,59,32507.79,93957.87,549,24,Yes
CUST01681,35,40625.71,122985.9,789,60,No
CUST01682,49,57229.47,97501.28,739,48,No
CUST01683,49,57340.0,102612.06,635,24,No
CUST01684,31,32727.68,30912.38,620,36,No
CUST01685,52,39361.07,25295.11,727,48,No
CUST01686,22,79495.04,192667.75,799,60,No
CUST01687,34,61290.5,42493.49,722,12,No
